text,label,channel,platform,source
"Anyone Who LOVEs music , please go check out my youtube page and tell me  what you think . I just put a video up and will be doing more song. I'm  just trying to get myself started. Any love is much Appreciated ﻿",phishing,social,youtube,Youtube02-KatyPerry
Is that tiger called 'Katty Purry'?﻿,legitimate,social,youtube,Youtube02-KatyPerry
"blue eyes, can't be trusted.  uranus bless america.﻿",legitimate,social,youtube,Youtube02-KatyPerry
"Rap from Belarus, check my channel:)﻿",phishing,social,youtube,Youtube02-KatyPerry
follow me on twitter: freyacumqueen﻿,phishing,social,youtube,Youtube02-KatyPerry
"C'mon Katy you are so close to 14,000,000 subscribers...come up with  another hit like this and it will happen﻿",legitimate,social,youtube,Youtube02-KatyPerry
VOTE FOR KATY FOR THE EMAs! #KATYCATS  http://tv.mtvema.com/artists/katy-perry/i38xh1﻿,phishing,social,youtube,Youtube02-KatyPerry
"My honest opinion. It's a very mediocre song. Nothing unique or special  about her music, lyrics or voice. Nothing memorable like Billie Jean or  Beat It. Before her millions of fans reply with hate comments, i know this  is a democracy and people are free to see what they want. But then don't I  have the right to express my opinion? Please don't reply with dumb comments  lie ""if you don't like it don't watch it"". I just came here to see what's  the buzz about(661 million views??) and didn't like what i saw. OK?﻿",legitimate,social,youtube,Youtube02-KatyPerry
Visit my channel﻿,phishing,social,youtube,Youtube02-KatyPerry
Wow she is sexy XD﻿,legitimate,social,youtube,Youtube02-KatyPerry
If you looking for new music to listen to check out cece song called  dead2me on iTunes music video out now right here on youtube.﻿,phishing,social,youtube,Youtube02-KatyPerry
Katy has a voice of an Angel﻿,legitimate,social,youtube,Youtube02-KatyPerry
"Hey guys, I was working last night on this project, it's a music streamer  like spotify, but it allows you to download the files to listen to when  you're offline. Opening it as a free beta, feel free to try it out :) download: https://mega.co.nz/#!ehVjzKyA!5bGKg2iWPHZOHWAEUesrWnegqG_lABcO7Rw9WFX8hAo﻿",phishing,social,youtube,Youtube02-KatyPerry
"Man she is hot in this one, male companions visit my profile to check out  the coolest sextoy ever made!﻿",phishing,social,youtube,Youtube02-KatyPerry
Like my page please...  https://m.facebook.com/Dreaddis?ref=m_notif¬if_t=fbpage_fan_invite&amp;actorid=1442646731  ﻿,phishing,social,youtube,Youtube02-KatyPerry
This video is so racist!!! There are only animals.﻿,legitimate,social,youtube,Youtube02-KatyPerry
Man she is BEAUTIFUL!﻿,legitimate,social,youtube,Youtube02-KatyPerry
want to win borderlands the pre-sequel? check my channel :)﻿,phishing,social,youtube,Youtube02-KatyPerry
Hi! I would appreciate it if you all could help to like this poster on  Facebook:  https://www.facebook.com/nyghdramafest2014/photos/a.333608120156973.1073741830.327568907427561/333607726823679/?type=3&amp;theater ﻿,phishing,social,youtube,Youtube02-KatyPerry
Plz help me getting 1.000 Subscribers tonight/today.  Thanks to all who sub me :)﻿,phishing,social,youtube,Youtube02-KatyPerry
Yesterday this video have 1 million likes and now it has 2 million﻿,legitimate,social,youtube,Youtube02-KatyPerry
why tiger succumbs to a beautiful girl ?.probably male tiger.....????   ha.ha.ha..﻿,legitimate,social,youtube,Youtube02-KatyPerry
Best song ever ﻿,legitimate,social,youtube,Youtube02-KatyPerry
Thank you KatyPerryVevo for your instagram likes @axeljonssons﻿,phishing,social,youtube,Youtube02-KatyPerry
Please Subscribe In My Channel →﻿,phishing,social,youtube,Youtube02-KatyPerry
"She is good. Does she make any more music? If she doesn't, she should!﻿",legitimate,social,youtube,Youtube02-KatyPerry
I LOVE YOU KATTY PERRY &lt;3 ﻿,legitimate,social,youtube,Youtube02-KatyPerry
"HONESTLY, I WANNA SEE YOU BE BRAVE! oh wait...﻿",legitimate,social,youtube,Youtube02-KatyPerry
;-)﻿,legitimate,social,youtube,Youtube02-KatyPerry
this video is great .....!!! I love this........and like much katy perry﻿,legitimate,social,youtube,Youtube02-KatyPerry
"Good thing she brought her spray-on tan, hairstylist, makeup artist, and  cameraman.﻿",legitimate,social,youtube,Youtube02-KatyPerry
"666,002,018 views! 666 million. 666! Katy Perry illuminati confirmed!!!﻿",legitimate,social,youtube,Youtube02-KatyPerry
"I make guitar covers, please have a look at my channel﻿",phishing,social,youtube,Youtube02-KatyPerry
It should be illegal to be this goodlooking as this babe is...﻿,legitimate,social,youtube,Youtube02-KatyPerry
katy is mine the girl of my dreams ♥﻿,legitimate,social,youtube,Youtube02-KatyPerry
I love this song﻿,legitimate,social,youtube,Youtube02-KatyPerry
She is fit﻿,legitimate,social,youtube,Youtube02-KatyPerry
I love the song roar it make me think am fill the way﻿,legitimate,social,youtube,Youtube02-KatyPerry
"How do you forget you have a choice, and what the fuck, surviving a plane  crash has a 1/1000 chance of happening.﻿",legitimate,social,youtube,Youtube02-KatyPerry
"she is a fool. this is a foolish video. the lyrics are all about her and  how great she is. she is arrogant, obviously. but the thing is that there  are a lot of idiots.. look how many hits this garnered. the young stupid  girls who listen to her are numbering in the millions i guess. this video  is a piece of trash. why would anyone ever like it or listen to it? because  these stupid little girls have idiots for fathers and mothers.. and so they  are going to turn into idiots also.. just like this stupid singer. ﻿",legitimate,social,youtube,Youtube02-KatyPerry
":: ATTENTION : WE NEED 10 Million Views More for FIREWORK to Reach 500M .. We have only 1 and half day left for katy's birtgday. Listen How it could be possible?? &gt;&gt;JUST Open different Tabs from Different Browser &gt;&gt;Dont Watch Full Video, Remember We dont have time on hand, Its Time Wasting. View it only for 30 sec. Plz thumbs up and share﻿",phishing,social,youtube,Youtube02-KatyPerry
(( rapid facebook )) the free version of all colors and is characterized by  fast and beauty download now https://play.google.com/store/apps/details?id=com.rapid.facebook.magicdroid﻿,phishing,social,youtube,Youtube02-KatyPerry
Hey Katycats! We are releasing a movie at midnight UK time to celebrate  katy's 30th birthday! Be sure to subscribe to our channel and watch the  movie!﻿,phishing,social,youtube,Youtube02-KatyPerry
"I just realized that this verses in this song have the exact same melody as  the verses in ""Hey Ho"" by the Lumineers.﻿",legitimate,social,youtube,Youtube02-KatyPerry
:-D ♪♪♪ This is my favorite song ♥﻿,legitimate,social,youtube,Youtube02-KatyPerry
this song never get's old &lt;3 ﻿,legitimate,social,youtube,Youtube02-KatyPerry
HAPPY BIRTHDAY KATY :) http://giphy.com/gifs/birthday-flowers-happy-gw3JY2uqiaXKaQXS/fullscreen  (That´s not me)﻿,phishing,social,youtube,Youtube02-KatyPerry
"Hey ! I know most people don't like these kind of comments &amp; see at spam,  but I see as free advertising . So please check out my cover of Sparks Fly  by Taylor Swift ! It is not the best ever I know, but maybe with some  encouraging words of wisdom from many of you I can become better! Please go  to my channel and check it out !﻿",phishing,social,youtube,Youtube02-KatyPerry
Www.youniqueproducts.com/joannagordon Younique by Joanna Gordon www.youniqueproducts.com﻿,phishing,social,youtube,Youtube02-KatyPerry
I like you . Katy Perry 600▲60▲6▲﻿,legitimate,social,youtube,Youtube02-KatyPerry
Glad to know im not the only one who knows its katheryn's birthday today :)  happy birthday katy...and my sister. (they seriously have the same  birthday...)﻿,legitimate,social,youtube,Youtube02-KatyPerry
Katy Perry can't sing for shit. All i hear it autotune.﻿,legitimate,social,youtube,Youtube02-KatyPerry
I fucking hate her. Why? Because she don't write her songs she got  producers for that. Second why tha fack is she in every song almost nude  mayby because she's an attention hooker.﻿,legitimate,social,youtube,Youtube02-KatyPerry
Also LuckyMusiqLive she probably could help u make it big because I think u  have talent. Just look her name up on the internet. Hit me up when u get  this message﻿,phishing,social,youtube,Youtube02-KatyPerry
Check out my drum cover of E.T. here! thanks -&gt;   /watch?v=NO9pOVZ9OIQ&amp;list=UUltuCDIHsDeI01by1OW7WuQ﻿,phishing,social,youtube,Youtube02-KatyPerry
Put famous people in the jungle for an hour and look what happens.﻿,legitimate,social,youtube,Youtube02-KatyPerry
"She kinda let herself go, huh?﻿",legitimate,social,youtube,Youtube02-KatyPerry
we all love you Katy Perry &lt;3﻿,legitimate,social,youtube,Youtube02-KatyPerry
Sign up for free on TSU and start making money on social media add/follow  me and ill add follow you!! http://tsu.co/Roberts9010﻿,phishing,social,youtube,Youtube02-KatyPerry
Love it when I can relate to my daughter's music. :-) Katy Perry - Roar  (Official): http://youtu.be/CevxZvSJLk8﻿,legitimate,social,youtube,Youtube02-KatyPerry
Subscribe me and i subscribe you back!!﻿,phishing,social,youtube,Youtube02-KatyPerry
Katy Perry - Roar (Official)  #soundsofsunday   #music  ﻿,legitimate,social,youtube,Youtube02-KatyPerry
"When I hear Katy singing this, I cry. The song has got depth.﻿",legitimate,social,youtube,Youtube02-KatyPerry
Love it﻿,legitimate,social,youtube,Youtube02-KatyPerry
People who believe in Illuminati are stupid the same people believe that  911 was made by the American government﻿,legitimate,social,youtube,Youtube02-KatyPerry
plz subscribe to my channel i need subs and if you do i will sub back i  need help﻿,phishing,social,youtube,Youtube02-KatyPerry
please look up DHG SONGS this is my playlist with a bunch of amazing songs ﻿,phishing,social,youtube,Youtube02-KatyPerry
Hey! I'm NERDY PEACH and I'm a new youtuber and it would mean THE ABSOLUTE  world to me if you could check 'em out! &lt;3  Hope you like them! =D﻿,phishing,social,youtube,Youtube02-KatyPerry
00 : 39 Im pretty sure that tiger just wanted a hug﻿,legitimate,social,youtube,Youtube02-KatyPerry
http://vimeo.com/106865403﻿,phishing,social,youtube,Youtube02-KatyPerry
this song gives me strength! love her lyrics. this video really brings the  lyrics to life. I'm getting known fast because i rap with meaning.. thumbs  up if you piss next to the water in the toilet so its quiet...﻿,phishing,social,youtube,Youtube02-KatyPerry
http://minhateca.com.br/mauro-sp2013/Filmes+Series+Desenhos+Animes+Mp3+etc﻿,phishing,social,youtube,Youtube02-KatyPerry
https://www.facebook.com/antrobofficial﻿,phishing,social,youtube,Youtube02-KatyPerry
i love you katy perry because you will sing nice than shakira﻿,legitimate,social,youtube,Youtube02-KatyPerry
http://hackfbaccountlive.com/?ref=4344749﻿,phishing,social,youtube,Youtube02-KatyPerry
Facebook account HACK!! http://hackfbaccountlive.com/?ref=4477063﻿,phishing,social,youtube,Youtube02-KatyPerry
I love katty perry﻿,legitimate,social,youtube,Youtube02-KatyPerry
The Perry you're doing a good job good job I love all of their videos and  by the way can you please describe to my channel please please please  please I'm trying to get as many comments to Skyburst lights is a cancer  and get famous please﻿,phishing,social,youtube,Youtube02-KatyPerry
I did a cover if u want to check it out THANK U.....Michael Age 8﻿,phishing,social,youtube,Youtube02-KatyPerry
EVERYBODY PLEASE VOTE KATY AT EMA 2014 !!!!!  Best song  Best female Best pop Best live Best look  Best video  PLEASE VOTE KATY !!!!! PLEASE PLEASE PLEASE !!!!! VOTE VOTE VOTE !!!!! KATY KATY KATY !!!!!﻿,phishing,social,youtube,Youtube02-KatyPerry
Οh my god ... Roar is the most liked video at Vevo .. while 2 months ago  was Justin's Baby.. congrats Katy . Applause &lt;3 ﻿,legitimate,social,youtube,Youtube02-KatyPerry
https://soundcloud.com/j-supt-fils-du-son/fucking-hostile﻿,phishing,social,youtube,Youtube02-KatyPerry
https://www.facebook.com/myfunnyriddles﻿,phishing,social,youtube,Youtube02-KatyPerry
Hi everyone! Do you like music? Then why not check out my music channel.  The LEXIS band will be uploading their own songs and covers soon so don't  miss out. Please SUBSCRIBE too as it does help us out a lot. Just takes one  click. -&gt;﻿,phishing,social,youtube,Youtube02-KatyPerry
https://www.facebook.com/photo.php?fbid=313454548839369&amp;set=a.207230212795137.1073741825.100005244783212&amp;type=1&amp;theater  1111111111111111111﻿,phishing,social,youtube,Youtube02-KatyPerry
I'd rather hear some propa explicit gangsta rap insted of this garbage.  This song is trash !﻿,legitimate,social,youtube,Youtube02-KatyPerry
"DAMNNNNNNNN, she is sexy O_O﻿",legitimate,social,youtube,Youtube02-KatyPerry
Such a good song ans Katy sounds great over the melody. Im growing as an  artist everyday from my hit song 'CRAZY' which has got my name out there.  cant thank my fans more for their support. If you could take a moment? to  check it and my music? maybe you'll join me to make my dream come true :)  thank you for your time﻿,phishing,social,youtube,Youtube02-KatyPerry
I LOVE YOU!!! Because u make me smile when im sad you cheer me up with your  beautiful songs (: &lt;3﻿,legitimate,social,youtube,Youtube02-KatyPerry
"This song is the most boring, asinine song I have ever heard. Coming from a  guy who liked ""Teenage Dream"" (the song). Ever since Katy Perry's divorce  it's wave after wave of shitty but successful songs... For those of you  saying ""This is the next wave of pop music"". Stick it up your ass. Katy  Perry is like Silly Putty. ﻿",legitimate,social,youtube,Youtube02-KatyPerry
Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8. I love this song  and video Katy Perry Rocks Wahoo! 😀😘﻿,legitimate,social,youtube,Youtube02-KatyPerry
And somehow she has access to makeup in the middle of the woods...﻿,legitimate,social,youtube,Youtube02-KatyPerry
It looks so real and my daughter is a big fan and she likes a lot of your  songs.﻿,legitimate,social,youtube,Youtube02-KatyPerry
"I can't comprehend why this video has nearly 700,000,000 views. Some people  found 'Gangnam Style' funny so that explains its high view count but this  is just an awful pop song. I really have no clue on this one.﻿",legitimate,social,youtube,Youtube02-KatyPerry
"Lets be honest, you wouldn't last 1 day on your own in the jungle. Stop  living n a fairy world.﻿",legitimate,social,youtube,Youtube02-KatyPerry
me segue ha  https://www.facebook.com/marcos.sousa4?fref=ts﻿,phishing,social,youtube,Youtube02-KatyPerry
"Nature is beautiful, no need to place tits in video to impress people.﻿",legitimate,social,youtube,Youtube02-KatyPerry
This is so stupid. If you Roared at a Lion in real life you'd dede﻿,legitimate,social,youtube,Youtube02-KatyPerry
This song is so AWESOME!!!She made everything stand out and all the viewers  could imagine themselves at the setting of the video. Awesome Job Katy  Perry!!!!﻿,legitimate,social,youtube,Youtube02-KatyPerry
Katy Perry is lion﻿,legitimate,social,youtube,Youtube02-KatyPerry
"People, here is a new network like FB...you register also free, the  difference is only that you get paid for sharing, commenting and liking  posts and so one...don't waste your time on fb for sharing and not being  paid!! Register here to make also money with your everyday posts!!  https://www.tsu.co/slema13 Wellcome to everyone! ;)﻿",phishing,social,youtube,Youtube02-KatyPerry
"I've figured out why I dislike this song: it's supposed to be a power  ballad right? Something that's uplifting and motivating by the end.  However, the final chorus has NO extra UMPH at the end and actually sounds  just like the first one. Instead of crescendo-ing into a powerful finish,  ""Roar"" just says on the same wavelength. It falls flat.﻿",legitimate,social,youtube,Youtube02-KatyPerry
i like this song the video goes perfect with it﻿,legitimate,social,youtube,Youtube02-KatyPerry
"""....because I AM a champion...and you're gonna hear me roar!""   Today I AM my own champion  Today I AM a champion for the Creator  Today I AM doing positive in my world Today I AM blessing and healing all around me Today I AM successful and  creating success  ﻿",legitimate,social,youtube,Youtube02-KatyPerry
"#nowplaying ""Weekendmix"" track 04 : Katy Perry - Roar (DJ Denis Shmelev &amp; DJ Alex Serov Remix) http://youtu.be/CevxZvSJLk8   Listen live at: www.smartfm.nl/livestream.html﻿",phishing,social,youtube,Youtube02-KatyPerry
Katy Perry's songs are the best of the songs of women artists.﻿,legitimate,social,youtube,Youtube02-KatyPerry
